CVE-2022-0934,2.87,dhcp6_maybe_relay
CVE-2022-0934,2.87,dhcp6_no_relay
CVE-2022-0934,2.87,dhcp6_reply
CVE-2021-3448,2.85,forward_query
CVE-2021-3448,2.85,check_dns_listeners
CVE-2021-3448,2.85,send_from
CVE-2021-3448,2.85,check_servers
CVE-2021-3448,2.85,process_reply
CVE-2021-3448,2.85,receive_query
CVE-2021-3448,2.85,safe_strncpy
CVE-2021-3448,2.85,local_bind
CVE-2021-3448,2.85,enumerate_interfaces
CVE-2021-3448,2.85,pre_allocate_sfds
CVE-2021-3448,2.85,tftp_request
CVE-2021-3448,2.85,tcp_interface
CVE-2021-3448,2.85,parse_server
CVE-2021-3448,2.85,join_multicast
CVE-2021-3448,2.85,check_tftp_listeners
CVE-2021-3448,2.85,set_dns_listeners
CVE-2020-25682,2.83,check_date_range
CVE-2020-25682,2.83,validate_rrset
CVE-2020-25687,2.83,check_date_range
CVE-2020-25687,2.83,validate_rrset
CVE-2020-25687,2.83,get_rdata
CVE-2020-25687,2.83,sort_rrset
CVE-2017-15107,2.79,from_wire
CVE-2017-15107,2.79,hostname_cmp
CVE-2017-15107,2.79,prove_non_existence_nsec
CVE-2017-15107,2.79,prove_non_existence_nsec3
CVE-2017-15107,2.79,prove_non_existence
CVE-2017-14491,2.78,add_resource_record
CVE-2017-14491,2.78,dnssec_generate_query
CVE-2017-14491,2.78,parse_dhcp_opt
CVE-2017-14491,2.78,check_for_ignored_address
CVE-2017-14491,2.78,do_options
CVE-2017-14491,2.78,add_options
