CVE-2022-29824,2.9.14,xmlBufCreateSize
CVE-2022-29824,2.9.14,xmlBufGrowInternal
CVE-2022-29824,2.9.14,xmlBufResize
CVE-2022-29824,2.9.14,xmlBufAdd
CVE-2022-29824,2.9.14,xmlBufCat
CVE-2022-29824,2.9.14,xmlBufferCreateSize
CVE-2022-29824,2.9.14,xmlBufferCreateStatic
CVE-2022-29824,2.9.14,xmlBufferGrow
CVE-2022-29824,2.9.14,xmlBufferResize
CVE-2022-29824,2.9.14,xmlBufferAdd
CVE-2022-29824,2.9.14,xmlBufferCat
CVE-2022-40303,2.10.3,xmlParseName
CVE-2022-40303,2.10.3,xmlParseNCName
CVE-2022-40303,2.10.3,xmlParseStringName
CVE-2022-40303,2.10.3,xmlParseNmtoken
CVE-2022-40303,2.10.3,xmlParseEntityValue
CVE-2022-40303,2.10.3,xmlParseAttValueInternal
CVE-2022-40303,2.10.3,xmlParseSystemLiteral
CVE-2022-40303,2.10.3,xmlParsePubidLiteral
CVE-2022-40303,2.10.3,xmlParseComment
CVE-2022-40303,2.10.3,xmlParsePI
CVE-2022-40303,2.10.3,xmlParseCDSect
CVE-2022-40304,2.10.3,xmlCreateEntity
CVE-2022-40304,2.10.3,xmlFreeEntity
CVE-2023-28484,2.10.4,xmlSchemaFixupComplexType
CVE-2023-29469,2.10.4,xmlDictComputeFastKey
CVE-2023-45322,2.11.0,xmlStringGetNodeList
CVE-2023-45322,2.11.0,xmlParseReference
CVE-2023-45322,2.11.0,xmlSAX2ExternalSubset
CVE-2023-45322,2.11.0,xmlSkipBlankChars
CVE-2023-45322,2.11.0,xmlNewDocNodeEatName
CVE-2023-45322,2.11.0,xmlNewPropInternal
CVE-2023-45322,2.11.0,xmlCreatePushParserCtxt
CVE-2023-45322,2.11.0,xmlStaticCopyNodeList
CVE-2024-25062,2.13.0,xmlTextReaderRead
