CVE-2018-20685,8.0,sink
CVE-2019-6109,8.0,atomicio6
CVE-2019-6109,8.0,atomiciov6
CVE-2019-6109,8.0,refresh_progress_meter
CVE-2019-6109,8.0,update_progress_meter
CVE-2019-6109,8.0,sig_alarm
CVE-2019-6109,8.0,start_progress_meter
CVE-2019-6109,8.0,sig_winch
CVE-2019-6109,8.0,scpio
CVE-2019-6109,8.0,sftpio
CVE-2019-6109,8.0,send_msg
CVE-2019-6109,8.0,get_msg_extended
CVE-2019-6111,8.0,tolocal
CVE-2019-6111,8.0,sink
CVE-2020-12062,8.3,sink
CVE-2020-12062,8.3,note_err
CVE-2020-14145,8.4,ssh_kex2
CVE-2021-41617,8.8,subprocess
CVE-2023-25136,9.1,compat_cipher_proposal
CVE-2023-25136,9.1,compat_pkalg_proposal
CVE-2023-25136,9.1,compat_kex_proposal
CVE-2023-38408,9.4,handle_conn_read
CVE-2023-38408,9.4,sshsk_enroll
CVE-2023-38408,9.4,sshsk_sign
CVE-2023-38408,9.4,sshsk_load_resident
CVE-2023-38408,9.4,pkcs11_add_provider
CVE-2023-38408,9.4,pkcs11_del_provider
CVE-2023-38408,9.4,pkcs11_terminate
CVE-2023-38408,9.4,pkcs11_init
CVE-2023-38408,9.4,lib_contains_symbol
CVE-2023-38408,9.4,helper_by_provider
CVE-2023-38408,9.4,helper_by_rsa
CVE-2023-38408,9.4,helper_by_ec
CVE-2023-38408,9.4,helper_terminate
CVE-2023-38408,9.4,recv_msg
CVE-2023-38408,9.4,rsa_encrypt
CVE-2023-38408,9.4,rsa_finish
CVE-2023-38408,9.4,ecdsa_do_sign
CVE-2023-38408,9.4,ecdsa_do_finish
CVE-2023-48795,9.6,kex_names_cat
CVE-2023-48795,9.6,kex_proposal_populate_entries
CVE-2023-48795,9.6,kex_protocol_error
CVE-2023-48795,9.6,kex_input_ext_info
CVE-2023-48795,9.6,kex_input_kexinit
CVE-2023-48795,9.6,ssh_packet_send2_wrapped
CVE-2023-48795,9.6,ssh_packet_read_seqnr
CVE-2023-48795,9.6,ssh_packet_read_expect
CVE-2023-48795,9.6,ssh_packet_read_poll2
CVE-2023-48795,9.6,ssh_packet_read_poll_seqnr
CVE-2023-48795,9.6,sshpkt_disconnect
CVE-2023-48795,9.6,input_userauth_ext_info
CVE-2023-48795,9.6,input_userauth_success
CVE-2023-51385,9.6,main
